False Fixation, per minute;False Saccades, per minute;Saccades with amplitude > 6 degrees, per minute;Saccades with amplitude < 6 degrees, per minute;Max Curve;Average Curve;Min Curve;Time Frame;Saccades time;Fixation time < 150 ms;Fixation time > 150 ms;Fixation time between 150 and 900 ms;Fixation time > 900 ms;Fixation time < 180 ms;Fixation time > 180 ms;% of Fixations < 150 ms;% of Fixations > 150 ms;% of Fixations between 150 and 900 ms;% of Fixations > 900 ms;% of Fixations < 180 ms;% of Fixations > 180 ms;Fixation time < 150 ms, per time;Fixation time > 150 ms, per time;Fixation time between 150 and 900 ms, per time;Fixation time > 900 ms, per time;Fixation time < 180 ms, per time;Fixation time > 180 ms, per time;% of Fixations < 150 ms, per minute;% of Fixations > 150 ms, per minute;% of Fixations between 150 and 900 ms, per minute;% of Fixations > 900 ms, per minute;% of Fixations < 180 ms, per minute;% of Fixations > 180 ms, per minute;Fixation Frequency;Average Fix Frequency in interval (1s);Max Fix Frequency in interval (1s);Average Acceleration;Min Acceleration;Max Acceleration;Average Speed;Min Speed;Max Speed;Average Acceleration in interval (1s);Min Acceleration in interval (1s);Max Acceleration in interval (1s);Average Speed in interval (1s);Min Speed in interval (1s);Max Speed in interval (1s);Average Fixation Speed;Min Fixation Speed;Max Fixation Speed;Average Fixation Speed, < 150ms;Min Fixation Speed, < 150ms;Max Fixation Speed, < 150ms;Average Fixation Speed, > 150ms;Min Fixation Speed, > 150ms;Max Fixation Speed, > 150ms;Average Saccade Speed;Min Saccade Speed;Max Saccade Speed;Average Saccade Length;Min Saccade Length;Max Saccade Length;Average Saccade Time;Min Saccade Time;Max Saccade Time
12.765176774613314;382.1233263762277;18.447733957801034;16.20287998865116;87.51664024870134;1.3472400064389711;1.000026460051028;594.0501231694915;15.875523145593203;4.222391305084783;573.8508534915254;58.42139049152541;515.429463;5.691896050847489;572.3813487457626;26.228837788152816;73.77116221184718;35.68171756215335;38.089444649693824;28.66331237413525;71.33668762586476;0.00658119599556002;0.968906216731372;0.08323803631986827;0.8856681804115039;0.008708803231332631;0.9667786094955994;8.53809051215141;24.054718964722653;11.62930882156015;12.425410143162502;9.313002607238397;23.279806869635674;0.5795948939418992;0.5770639698883647;7.7270489406894916;3202.6614191701324;0.011485964015392572;3719.779011569849;24.843195507350618;0.016058375989436803;5130.190050363614;20.09253517591715;0.011485964015392572;238.93485773053303;24.845567793415082;5.107342344003832;273.48272890985436;14.821347798432644;7.976570422324057;651.1918994396251;93.8999104005441;29.998509275555637;651.1918994396251;14.29071293657618;7.976570422324057;93.86001943604118;426.03545105340623;97.63431336591061;1090.1686340938893;18.239753142833706;1.601551654147862;137.27405620075967;0.0422026103046812;0.01200533898304891;0.2569902372881359
