False Fixation, per minute;False Saccades, per minute;Saccades with amplitude > 6 degrees, per minute;Saccades with amplitude < 6 degrees, per minute;Max Curve;Average Curve;Min Curve;Time Frame;Saccades time;Fixation time < 150 ms;Fixation time > 150 ms;Fixation time between 150 and 900 ms;Fixation time > 900 ms;Fixation time < 180 ms;Fixation time > 180 ms;% of Fixations < 150 ms;% of Fixations > 150 ms;% of Fixations between 150 and 900 ms;% of Fixations > 900 ms;% of Fixations < 180 ms;% of Fixations > 180 ms;Fixation time < 150 ms, per time;Fixation time > 150 ms, per time;Fixation time between 150 and 900 ms, per time;Fixation time > 900 ms, per time;Fixation time < 180 ms, per time;Fixation time > 180 ms, per time;% of Fixations < 150 ms, per minute;% of Fixations > 150 ms, per minute;% of Fixations between 150 and 900 ms, per minute;% of Fixations > 900 ms, per minute;% of Fixations < 180 ms, per minute;% of Fixations > 180 ms, per minute;Fixation Frequency;Average Fix Frequency in interval (1s);Max Fix Frequency in interval (1s);Average Acceleration;Min Acceleration;Max Acceleration;Average Speed;Min Speed;Max Speed;Average Acceleration in interval (1s);Min Acceleration in interval (1s);Max Acceleration in interval (1s);Average Speed in interval (1s);Min Speed in interval (1s);Max Speed in interval (1s);Average Fixation Speed;Min Fixation Speed;Max Fixation Speed;Average Fixation Speed, < 150ms;Min Fixation Speed, < 150ms;Max Fixation Speed, < 150ms;Average Fixation Speed, > 150ms;Min Fixation Speed, > 150ms;Max Fixation Speed, > 150ms;Average Saccade Speed;Min Saccade Speed;Max Saccade Speed;Average Saccade Length;Min Saccade Length;Max Saccade Length;Average Saccade Time;Min Saccade Time;Max Saccade Time
16.58557675306587;402.78598724551426;21.223462187213737;18.513848503933588;57.22450221212916;1.2801517168595014;1.000014936971115;602.6076567796609;19.402539365932146;5.055031661016946;578.0319990677967;63.90982483050855;514.1221742372882;7.125878915254235;575.9611518135594;26.738559171786765;73.26144082821324;35.66220201546857;37.59923881274466;29.770299982323703;70.2297000176763;0.008314784472590566;0.9611046080472762;0.09262650873595642;0.8684780993113196;0.011341154211713136;0.9580782383081536;10.542980527074786;26.686546770206373;13.168723584514474;13.517823185691901;11.647675795423407;25.581851501857756;0.6642607418744704;0.6611263946391198;7.017002034395717;3639.910814241798;0.01637377564902393;5394.879554465809;28.5343688259123;0.015153324723469044;4994.3174672570885;25.819561712531744;0.01637377564902393;233.92841960694588;28.5091202865211;5.129148508655526;259.9194507628506;15.08014405199902;7.683496620685329;631.6819174752479;91.33074531262024;27.18463943876648;631.6819174752479;14.397535920244259;7.70097769968939;94.51139259771355;433.0394852575637;98.62882705651731;1089.1880326498815;19.91228397071382;1.6228332000698975;139.20634681592747;0.045372297036839725;0.01199677966101226;0.3299162033898341
