Start time = 1674616863509;
1674616974485;809
1674616975308;823
1674616976155;847
1674616976948;793
1674616977734;786
1674616978524;790
1674616979302;778
1674616980053;751
1674616980808;755
1674616981585;777
1674616982335;750
1674616983127;792
1674616983970;843
1674616984828;858
1674616985640;812
1674616986448;808
1674616987281;833
1674616988099;818
1674616988871;772
1674616989665;794
1674616990475;810
1674616991302;827
1674616992143;841
1674616993368;1225
1674616994605;1237
1674616995230;625
1674616996192;962
1674616996913;721
1674616997665;752
1674616998411;746
1674616999145;734
1674616999861;716
1674617000624;763
1674617001411;787
1674617002170;759
1674617002966;796
1674617003768;802
1674617004567;799
1674617005324;757
1674617006116;792
1674617006899;783
1674617007668;769
1674617008390;722
1674617009133;743
1674617009884;751
1674617010637;753
1674617011413;776
1674617012225;812
1674617013047;822
1674617013824;777
1674617014614;790
1674617015395;781
1674617016143;748
1674617016881;738
1674617017631;750
1674617018396;765
1674617019135;739
1674617019899;764
1674617020662;763
1674617021424;762
1674617022158;734
1674617022923;765
1674617023701;778
1674617024454;753
1674617025211;757
1674617025982;771
1674617026738;756
1674617027460;722
1674617028201;741
1674617029285;1084
1674617030459;1174
1674617031975;1516
1674617032639;664
1674617033323;684
1674617034044;721
1674617034774;730
1674617035480;706
1674617036216;736
1674617036950;734
1674617037660;710
1674617038347;687
1674617039034;687
1674617039746;712
1674617040451;705
1674617041140;689
1674617041859;719
1674617042591;732
1674617043310;719
1674617044055;745
1674617044800;745
1674617045544;744
1674617046258;714
1674617047008;750
1674617047753;745
1674617048489;736
1674617049239;750
1674617050010;771
1674617050781;771
1674617051523;742
1674617052290;767
1674617053083;793
1674617053864;781
1674617054627;763
1674617055395;768
1674617056138;743
1674617056866;728
1674617057610;744
1674617058351;741
1674617059099;748
1674617059837;738
1674617060595;758
1674617061385;790
1674617062134;749
1674617062872;738
1674617063613;741
1674617064352;739
1674617065076;724
1674617065824;748
1674617066588;764
1674617067334;746
1674617068096;762
1674617068887;791
1674617069694;807
1674617070473;779
1674617071264;791
1674617072070;806
1674617072825;755
1674617073582;757
1674617074335;753
1674617075082;747
1674617075799;717
1674617076525;726
1674617077257;732
1674617077970;713
1674617078680;710
1674617079418;738
1674617080179;761
1674617080927;748
1674617081686;759
1674617082472;786
1674617083261;789
1674617084026;765
1674617084802;776
1674617085569;767
1674617086293;724
1674617087046;753
1674617087800;754
1674617088535;735
1674617089279;744
1674617090060;781
1674617090880;820
1674617091672;792
1674617092477;805
1674617093290;813
1674617094072;782
1674617094871;799
1674617095703;832
1674617096952;1249
1674617097545;593
1674617098217;672
1674617098880;663
1674617099630;750
1674617100296;666
1674617101070;774
1674617101880;810
1674617102776;896
1674617103715;939
1674617104641;926
1674617105573;932
1674617106487;914
1674617107344;857
1674617108174;830
1674617108966;792
1674617109738;772
1674617110507;769
1674617111248;741
1674617112017;769
1674617112795;778
1674617113610;815
1674617114415;805
1674617115244;829
1674617116067;823
1674617116931;864
1674617117834;903
1674617118704;870
1674617119604;900
1674617120448;844
1674617121203;755
1674617121967;764
1674617122648;681
1674617123403;755
1674617124117;714
1674617124815;698
1674617125556;741
1674617126295;739
1674617127054;759
1674617127830;776
1674617128610;780
1674617129395;785
1674617130166;771
1674617130942;776
1674617131755;813
1674617132581;826
1674617133381;800
1674617134181;800
1674617134962;781
1674617135722;760
1674617136485;763
1674617137261;776
1674617138043;782
1674617138825;782
1674617139606;781
1674617140399;793
1674617141212;813
1674617141999;787
1674617142814;815
1674617143631;817
1674617144431;800
1674617145236;805
1674617146070;834
1674617146907;837
1674617147687;780
1674617148467;780
1674617149241;774
1674617149986;745
1674617150753;767
1674617151520;767
1674617152273;753
1674617153007;734
1674617153747;740
1674617154499;752
1674617155251;752
1674617156017;766
1674617156789;772
1674617157566;777
1674617158326;760
1674617159084;758
1674617159864;780
1674617160622;758
1674617161365;743
1674617162108;743
1674617162865;757
1674617163606;741
1674617164339;733
1674617165084;745
1674617165866;782
1674617166615;749
1674617167387;772
1674617168153;766
1674617168933;780
1674617169699;766
1674617170476;777
1674617171280;804
1674617172088;808
1674617172856;768
1674617173619;763
1674617174375;756
1674617175107;732
1674617175842;735
1674617176583;741
1674617177348;765
1674617178109;761
1674617178858;749
1674617179602;744
1674617180371;769
1674617181130;759
1674617181889;759
1674617182658;769
1674617183450;792
1674617184202;752
1674617184949;747
1674617185688;739
1674617186436;748
1674617187174;738
1674617187921;747
1674617188667;746
1674617189434;767
1674617190184;750
1674617190965;781
1674617191786;821
1674617192620;834
1674617193438;818
1674617194227;789
1674617195018;791
1674617195767;749
1674617196491;724
1674617197271;780
1674617198050;779
1674617198825;775
1674617199605;780
1674617200400;795
1674617201153;753
1674617201939;786
1674617202730;791
1674617203534;804
1674617204306;772
1674617205090;784
1674617205875;785
1674617206636;761
1674617207401;765
1674617208176;775
1674617208935;759
1674617209666;731
1674617210413;747
1674617211151;738
1674617211877;726
1674617212568;691
1674617213280;712
1674617214015;735
1674617214738;723
1674617215467;729
1674617216215;748
1674617216949;734
1674617217679;730
1674617218421;742
1674617219197;776
1674617219963;766
1674617220722;759
1674617221485;763
1674617222231;746
1674617222950;719
1674617223693;743
1674617224447;754
1674617225181;734
1674617225904;723
1674617226658;754
1674617227419;761
1674617228167;748
1674617228951;784
1674617229757;806
1674617230536;779
1674617231308;772
1674617232081;773
1674617232844;763
1674617233581;737
1674617234318;737
1674617235060;742
1674617235764;704
1674617236468;704
1674617237186;718
1674617237913;727
1674617238637;724
1674617239379;742
1674617240116;737
1674617240873;757
1674617241604;731
1674617242368;764
1674617243152;784
1674617243933;781
1674617244695;762
1674617245464;769
1674617246235;771
1674617246959;724
1674617247689;730
1674617248438;749
1674617249206;768
1674617249955;749
1674617250717;762
1674617251488;771
1674617252268;780
1674617253014;746
1674617253769;755
1674617254535;766
1674617255293;758
1674617256025;732
1674617256778;753
1674617257551;773
1674617258295;744
1674617259048;753
1674617259809;761
1674617260550;741
1674617261273;723
1674617262005;732
1674617262764;759
1674617263536;772
1674617264285;749
1674617265063;778
1674617265853;790
1674617266629;776
1674617267431;802
1674617268232;801
1674617269000;768
1674617269768;768
1674617270552;784
1674617271321;769
1674617272071;750
1674617272841;770
1674617273624;783
1674617274387;763
1674617275157;770
1674617275937;780
1674617276741;804
1674617277523;782
1674617278330;807
1674617279165;835
1674617279992;827
1674617280808;816
1674617281620;812
1674617282424;804
1674617283204;780
1674617283984;780
1674617284786;802
1674617285580;794
1674617286388;808
1674617287202;814
1674617288019;817
1674617288808;789
1674617289628;820
1674617290445;817
1674617291238;793
1674617292021;783
1674617292798;777
1674617293569;771
1674617294329;760
1674617295094;765
1674617295877;783
1674617296635;758
1674617297370;735
1674617298113;743
1674617298869;756
1674617299614;745
1674617300366;752
1674617301174;808
1674617302037;863
1674617302889;852
1674617303764;875
1674617304646;882
1674617305492;846
1674617306318;826
1674617307128;810
1674617307899;771
1674617308651;752
1674617309402;751
1674617310143;741
1674617310862;719
1674617311585;723
1674617312336;751
1674617313094;758
1674617313834;740
1674617314586;752
1674617315337;751
1674617316074;737
1674617316814;740
1674617317547;733
1674617318289;742
1674617319027;738
1674617319798;771
1674617320612;814
1674617321423;811
1674617322235;812
1674617323063;828
1674617323849;786
1674617324634;785
1674617325429;795
1674617326181;752
1674617326946;765
1674617327717;771
1674617328495;778
1674617329279;784
1674617330095;816
1674617330885;790
1674617331644;759
1674617332406;762
1674617333171;765
1674617333916;745
1674617334659;743
1674617335479;820
1674617336362;883
1674617337218;856
1674617338111;893
1674617339069;958
1674617340014;945
1674617340983;969
1674617341961;978
1674617342878;917
1674617343770;892
1674617344609;839
1674617346109;1500
1674617346708;599
1674617347896;1188
1674617350073;2177
1674617351864;1791
