section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,1,1674615710392748897,1674615710868773897,476,415.059,688.95,-10.025655852414882,-12.996067329628147
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,2,1674615710888786897,1674615711312740897,423,389.962,732.768,-12.07110270873887,-16.244705484585797
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,3,1674615711336741897,1674615711588750897,252,392.751,685.421,-11.727715121375926,-12.707546683397098
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,4,1674615711728737897,1674615711940712897,211,665.965,478.792,9.06179319683486,2.771747238307212
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,5,1674615711988724897,1674615713704799897,1716,644.037,384.577,7.478577950666079,9.869141927002277
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,6,1674615713940751897,1674615714012741897,71,553.553,995.408,0.66901949440015,-36.23377710121424
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,7,1674615714032710897,1674615714620740897,588,532.333,940.346,-1.1442998122735084,-32.03552613283216
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,8,1674615714660775897,1674615715504780897,844,556.824,839.041,0.8794929567045356,-24.36913951602438
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,9,1674615715688796897,1674615718477093897,2788,573.276,820.931,2.183823074436958,-22.998628682400515
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,10,1674615718672912897,1674615718733848897,60,713.239,262.061,13.122479005137937,19.011969982713
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,11,1674615718772853897,1674615719092773897,319,684.051,421.329,10.47352183742075,7.082706196034319
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,12,1674615719136792897,1674615720100739897,963,548.37,544.097,0.19139686669509418,-2.1457177406519565
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,13,1674615720148803897,1674615720356730897,207,550.176,660.482,0.3308476972829723,-10.918199473589832
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,14,1674615720508820897,1674615722248726897,1739,543.164,635.37,-0.20295440404600187,-9.026396781452943
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,15,1674615722348699897,1674615722772804897,424,666.975,850.036,9.759772506410377,-25.087246792224665
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,16,1674615722868729897,1674615723424730897,556,483.225,579.103,-4.7289443278457455,-4.779733268441762
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,17,1674615723508781897,1674615723728771897,219,680.388,832.477,10.761628997303216,-23.743756817379364
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,18,1674615723808758897,1674615724656703897,847,516.361,552.407,-2.2227839830875453,-2.7717504303555276
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,19,1674615724748692897,1674615725024783897,276,669.992,841.907,9.968486743398078,-24.47107736000533
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,20,1674615725112731897,1674615726192771897,1080,494.622,557.077,-3.863205833439447,-3.1220026699615664
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,21,1674615726292744897,1674615726516877897,224,679.315,826.299,10.649697408192727,-23.282482317232233
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,22,1674615726592782897,1674615726772765897,179,482.57,560.51,-4.77314743024303,-3.3792229592558476
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,23,1674615726856765897,1674615727124746897,267,665.554,820.501,9.530413794769213,-22.871655301529287
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,24,1674615727208805897,1674615727764745897,555,468.661,547.937,-5.819613089836094,-2.4304597475315144
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,25,1674615727872760897,1674615728108836897,236,681.857,800.995,10.750746244490324,-21.380889911361237
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,26,1674615728216688897,1674615730344886897,2128,474.85,531.262,-5.350743028839104,-1.1752102584140443
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,27,1674615730448745897,1674615730636766897,188,664.669,823.873,9.472210378450418,-23.126236388342587
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,28,1674615730656809897,1674615730865109897,208,697.293,843.152,12.166653803056436,-24.50895478737859
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,29,1674615730956767897,1674615734452829897,3496,496.535,532.757,-3.7161128176547513,-1.2891441618184882
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,30,1674615734548780897,1674615734768758897,219,692.189,788.302,11.516987187693797,-20.411925590215105
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,31,1674615734848713897,1674615738148746897,3300,492.853,531.101,-3.993570001775335,-1.1641517605566194
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,32,1674615738256789897,1674615738396778897,139,712.346,788.637,13.104470337820645,-20.398413538729233
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,33,1674615738492834897,1674615739996749897,1503,498.901,525.18,-3.5374596089680566,-0.7180456053134202
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,34,1674615740116732897,1674615740400766897,284,704.795,808.235,12.596235316896122,-21.878963176799434
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,35,1674615740496731897,1674615743968910897,3472,493.603,520.171,-3.936690403961156,-0.3402798927527821
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,36,1674615744092749897,1674615744240752897,148,712.679,808.188,13.220699607406502,-21.85868347748026
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,37,1674615744332830897,1674615748392787897,4059,492.141,519.272,-4.046925051011206,-0.2724076624452645
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,38,1674615748496947897,1674615748660751897,163,692.362,792.677,11.54764683981414,-20.73911300750065
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,39,1674615748748762897,1674615755336736897,6587,471.45,528.182,-5.6067964953619365,-0.9429864990722779
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,40,1674615755356855897,1674615756260757897,903,486.246,517.853,-4.491230867690065,-0.16535863314161445
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,41,1674615756356821897,1674615756572774897,215,673.326,790.229,10.03920227754137,-20.588104097903464
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,42,1674615756668752897,1674615758148743897,1479,462.154,517.464,-6.307195574804338,-0.135457398143112
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,43,1674615758168740897,1674615765448773897,7280,495.683,503.319,-3.780428735074144,0.9303328384849825
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,44,1674615765592735897,1674615765768750897,176,705.166,793.707,12.561051177985433,-20.791805485714228
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,45,1674615765860740897,1674615766676951897,816,450.915,505.88,-7.155025679405153,0.7366902150451599
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,46,1674615766696750897,1674615776852785897,10156,496.649,499.238,-3.70789173321423,1.2381020706579058
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,47,1674615776948725897,1674615777220797897,272,670.326,756.685,9.700557744354661,-18.07782754502629
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,48,1674615777324805897,1674615780728734897,3403,478.546,501.224,-5.072534774705398,1.0879256359855305
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,49,1674615780780775897,1674615781124705897,343,486.65,394.142,-4.501426237223429,9.164833598307847
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,50,1674615781208695897,1674615781368725897,160,469.311,496.817,-5.7693205739813,1.4197031367575887
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,51,1674615781408814897,1674615781869773897,460,487.868,396.309,-4.407371783101166,9.00167422454476
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,52,1674615781908902897,1674615784608828897,2699,482.74,503.419,-4.756174582596369,0.9226152072877435
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,53,1674615784648731897,1674615784973335897,324,483.827,402.344,-4.71060149050888,8.545108026976992
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,54,1674615785020701897,1674615788832957897,3812,477.925,501.936,-5.119281328488953,1.0342555761619001
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,55,1674615788972821897,1674615789248691897,275,476.18,512.307,-5.250127153943233,0.2527182391470199
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,56,1674615789276754897,1674615791348755897,2072,499.846,501.022,-3.4667288325557983,1.1035917447828398
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,57,1674615791384729897,1674615796700745897,5316,484.246,502.968,-4.642661549813421,0.9565922835622396
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,58,1674615796796734897,1674615797236812897,440,711.097,792.575,13.023516421482553,-20.695199306158624
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,59,1674615797320910897,1674615799116717897,1795,478.633,495.299,-5.0666688075848505,1.534436999921994
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,60,1674615799228939897,1674615799456804897,227,693.218,782.058,11.57409866404206,-19.942718482391538
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,61,1674615799548687897,1674615800400732897,852,486.773,488.38,-4.453846376101272,2.0564283909273797
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,62,1674615800420831897,1674615801612679897,1191,483.252,480.731,-4.720875559230109,2.6328557151126764
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,63,1674615801644787897,1674615803648751897,2003,463.291,502.918,-6.222426528054385,0.9599346824778741
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,64,1674615803744699897,1674615804033418897,288,681.603,747.352,10.551222256488915,-17.362876440929657
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,65,1674615804128726897,1674615804960765897,832,469.638,496.151,-5.7447450153786646,1.4698676455124076
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,66,1674615805068780897,1674615805296686897,227,707.203,765.799,12.607730606419922,-18.70177620372353
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,67,1674615805372682897,1674615806036721897,664,479.096,502.583,-5.0309668707805635,0.9855011200067796
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,68,1674615806116771897,1674615806296741897,179,680.483,762.169,10.508791565102163,-18.474327112851785
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,69,1674615806380677897,1674615808844745897,2464,494.858,481.591,-3.845197136157363,2.568858243987455
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,70,1674615808868685897,1674615812040825897,3172,506.759,490.587,-2.946434355424076,1.890855167268354
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,71,1674615812149222897,1674615812408715897,259,655.715,778.919,8.62037503529925,-19.765059445469834
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,72,1674615812496739897,1674615814412776897,1916,492.765,522.16,-3.999861340561827,-0.4901522265081486
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,73,1674615814504698897,1674615814924694897,419,667.396,775.732,9.527054100758876,-19.509961162268954
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,74,1674615815016711897,1674615821796716897,6780,513.389,491.645,-2.446374159694354,1.8111784784619889
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,75,1674615821828744897,1674615822636729897,807,532.968,483.108,-0.9702834277722923,2.455833150353215
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,76,1674615822672923897,1674615823193416897,520,570.334,418.505,1.8573485365798243,7.331939795973321
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,77,1674615823232688897,1674615823628745897,396,514.075,474.489,-2.3963432956103152,3.1056938008392194
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,78,1674615823664752897,1674615824076699897,411,480.004,520.782,-4.96172550523111,-0.3859065645542153
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,79,1674615824116693897,1674615824796689897,679,517.975,463.925,-2.1033500890371717,3.9030736133628077
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,80,1674615824824706897,1674615825496715897,672,490.554,519.248,-4.1665209377354175,-0.27062281294850427
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,81,1674615825537064897,1674615826424690897,887,524.177,461.52,-1.635330219133024,4.0849642095645065
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,82,1674615826452730897,1674615826668704897,215,555.518,494.422,0.7303233972140649,1.6019751313921107
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,83,1674615826700701897,1674615827040696897,339,515.93,458.145,-2.258609578217585,4.339250717949988
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,84,1674615827072782897,1674615834096715897,7023,533.89,475.536,-0.901080882658035,3.027304775098826
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,85,1674615834136864897,1674615834280721897,143,532.385,511.445,-1.013515354575405,0.31752988345292177
a7773552-9b92-42b6-a1f2-2c67e6e6d24d,3989487f-aba9-4f72-b65c-4afd342ad220,86,1674615834304713897,1674615835276697897,971,531.664,476.99,-1.0689551333348697,2.9175077716432503
